zpid,bedrooms,bathrooms,price,year_built,living_area_sqft,latitude,longitude,home_type,lot_size_sqft,property_tax_rate,rent_zestimate,zestimate,home_status,is_rental_property,last_sold_price,city,state,zipcode,description,full_address,distance_to_unc_km,proximity_score,year_built_score,distance_to_grocer_km,grocer_score,distance_to_bus_stop_km,distance_to_bus_km,bus_score
50029601.0,,1.0,243600,1982.0,988.0,35.89481,-79.17636,SINGLE_FAMILY,18295.0,0.84,1511.0,243600.0,OTHER,False,1000.0,Chapel Hill,NC,27516,"This is a 988 square foot, 1.0 bathroom, single family home. This home is located at 1420 Edwards Dr W, Chapel Hill, NC 27516.","1420 Edwards Dr W, Chapel Hill, NC 27516",11.524522853203369,2.92,3.66,13.65089378437367,2.79,7.740525037361939,7.472562635007602,3.24
60071756.0,2.0,2.0,133100,,975.0,35.93065,-79.026886,TOWNHOUSE,,0.84,1721.0,,OTHER,False,238000.0,Chapel Hill,NC,27514,"Great Location well maintained 2 Bed and 1 1/2 bath townhouse style condo located in Willow Terrace Condominium. This condo is conveniently located in walking distance to University Place mall, grocery, Movie Theater, community park, post office, library, drugstore, wholefood, trader joe's, and farmer's market. Transit bus to UNC and downtown Chapel Hill is a short walk from front door. 
First floor has living room, spacious kitchen with new floor and all appliances which opens to dining area with access to backyard, updated 1/2 baths, and washer / dryer. 
Second Floor has 2 spacious bedrooms with hardwood floor, ceiling fan, ample closet and a shared Full Bathroom. HOA amenities include outdoor pool and picnic area. One assigned parking space. No pets and No smoking please. Available November 1, 2024. Security Deposit $1500. Renters pays for utilities. Required INCOME is three and half times the rent and with a CREDIT SCORE above 660

Security Deposit $1550. Renters responsible for utilities. Required income is three and half times the rent and with credit score above 660","1002 Willow Dr APT 17, Chapel Hill, NC 27514",3.1105326683266687,3.84,,0.42885642141887964,4.71,0.07997653311374127,0.08048521136862163,4.94
50051371.0,6.0,2.5,1215500,1989.0,5188.0,35.957096,-79.03129,SINGLE_FAMILY,43124.0,0.84,5354.0,1215500.0,OTHER,False,762500.0,Chapel Hill,NC,27514,"This 5188 square foot single family home has 6 bedrooms and 2.5 bathrooms. This home is located at 105 Tamalpais Pt, Chapel Hill, NC 27514.","105 Tamalpais Pt, Chapel Hill, NC 27514",5.504206397029069,3.46,3.89,2.34536746218303,4.01,2.4824732855454394,0.3971762809103464,4.72
251558550.0,3.0,2.0,205500,1972.0,1212.0,35.924004,-79.06567,CONDO,43560.0,0.84,1717.0,205500.0,OTHER,False,75000.0,Chapel Hill,NC,27516,"This 1212 square foot condo home has 3 bedrooms and 2.0 bathrooms. This home is located at 500 Umstead Dr #B, Chapel Hill, NC 27516.","500 Umstead Dr #B, Chapel Hill, NC 27516",2.1065728946105877,4.07,3.33,3.599586271452796,3.75,0.936917595711715,0.15256884090292908,4.88
50033628.0,5.0,3.0,607100,1992.0,2214.0,35.894062,-79.068275,SINGLE_FAMILY,13068.0,0.84,3620.0,607100.0,OTHER,False,319500.0,Chapel Hill,NC,27516,"This 2214 square foot single family home has 5 bedrooms and 3.0 bathrooms. This home is located at 108 Colburn Pt, Chapel Hill, NC 27516.","108 Colburn Pt, Chapel Hill, NC 27516",2.406719225128192,3.99,3.99,4.1134251537075555,3.66,1.8443029520442504,0.21143454427944133,4.84
107040691.0,3.0,3.0,463200,1983.0,1800.0,35.930035,-82.71877,SINGLE_FAMILY,261360.0,0.5,2007.0,463200.0,OTHER,False,,Marshall,NC,28753,"Full brick ranch. 1800 sq ft finished and 1835 sq ft  basement with kitchen and full bath in basement. Three bedrooms upstairs with two full bathrooms. One bedroom is master suite with full bath. Living room, den, dining room, kitchen, and laundry room. Large fireplace separates living room and den. Heated by oil furnace and HVAC. Has been mostly remodeled in last two years.","2505A Chapel Hill Rd, Marshall, NC 28753",331.1070301671468,0.22,3.69,333.0476927035029,0.22,326.5045719318231,325.6155774786407,0.23
251693932.0,,,412500,1978.0,1433.0,35.940464,-79.016464,SINGLE_FAMILY,43560.0,0.84,2065.0,412500.0,OTHER,False,205500.0,Chapel Hill,NC,27517,"This is a 1433 square foot, single family home. This home is located at 1717 Legion Rd #A1, Chapel Hill, NC 27517.","1717 Legion Rd #A1, Chapel Hill, NC 27517",4.549056758558466,3.59,3.53,0.8242445795080413,4.51,1.3631609252623385,0.06926053824946833,4.94
71899589.0,2.0,1.5,250000,1981.0,1088.0,35.922314,-79.06506,CONDO,43560.0,0.84,1501.0,250000.0,OTHER,False,157000.0,Chapel Hill,NC,27516,"This 1088 square foot condo home has 2 bedrooms and 1.5 bathrooms. This home is located at 375 Umstead Dr #A, Chapel Hill, NC 27516.","375 Umstead Dr #A, Chapel Hill, NC 27516",1.9322395661257032,4.11,3.63,3.6130140545072327,3.74,0.8274245264626715,0.046598407859370534,4.96
50033629.0,4.0,2.5,859800,1992.0,3340.0,35.89435,-79.06822,SINGLE_FAMILY,14375.0,0.84,4213.0,859800.0,OTHER,False,46000.0,Chapel Hill,NC,27516,"This 3340 square foot single family home has 4 bedrooms and 2.5 bathrooms. This home is located at 110 Colburn Pt, Chapel Hill, NC 27516.","110 Colburn Pt, Chapel Hill, NC 27516",2.380067213013289,4.0,3.99,4.096974736807091,3.66,1.8123877069926262,0.2425686526092956,4.82
50051873.0,5.0,4.0,1096700,1997.0,3428.0,35.956913,-79.02221,SINGLE_FAMILY,24393.0,0.84,4526.0,1096700.0,OTHER,False,702000.0,Chapel Hill,NC,27514,"Location, location, location! Rare opportunity in Silver Creek! Stately all brick executive home perfectly situated on 1/2 acre manicured homesite. Desirable 1st floor mstr bdrm w/ large WIC plus 4 additional bedrooms on 2nd floor. 2nd staircase leads to bonus room. Plenty of places to enjoy the outdoors and views of the lush, fenced backyard including the 3 season room w/ Easy-Breeze windows, oversized deck w/ pergola & flagstone patio. Easy access to UNC, Duke. Walking distance to East Chapel Hill High","100 Silver Glade, Chapel Hill, NC 27514",5.7905143089110265,3.42,4.15,2.2484549149183835,4.03,2.553275594496121,0.41477453876442083,4.71
89694025.0,4.0,3.0,807800,2008.0,3218.0,35.927483,-78.99596,SINGLE_FAMILY,6882.0,0.72,2805.0,807800.0,OTHER,False,420001.0,Durham,NC,27707,"Better than new in Blenheim Woods! Completely refreshed and updated with all new granite, refinished floors, tasteful & modern lighting.   Downstairs master.   2 more large bedrooms upstairs, plus 4th bedroom/ large bonus room. 2.5 baths.  Separate study. Loft area. Beautiful moldings, gorgeous hardwoods. High ceilings.  Screen porch, deck and patio make for great outdoor living. Big walk-in attic for storage. Low-maintenance exterior.  Great location.  See it today!","313 Kinsale Dr, Durham, NC 27707",5.257809676202712,3.49,4.51,2.7600757679780625,3.91,2.7698317316648087,0.6932011278284673,4.57
61800266.0,3.0,3.0,597100,2003.0,1964.0,35.897,-79.06166,TOWNHOUSE,6534.0,0.84,2606.0,597100.0,OTHER,False,375000.0,Chapel Hill,NC,27514,"Wlkng Distance to UNC! Jack Haggerty Custom Designed TH with main-level master suites! Gorgeous Wooded area, quite with privacy and open spaces. Bamboo floors thru all floors! Solid Core Birch Wood Doors! Kit w/Solid Birch & Maple Cabs. Italian tile, granite bathroom counters, butcherblock/granite inlay kit. counters, covered porch. Low Maintenance Cypress siding! A beautiful gem in Chapel Hill neighborhood with great public schools.","505 Coolidge St APT C, Chapel Hill, NC 27514",1.7734324811576596,4.16,4.35,3.4385778363182444,3.77,1.4602637822060303,0.32598356322529726,4.77
50031482.0,4.0,2.5,1028900,1999.0,3960.0,35.892323,-79.07694,SINGLE_FAMILY,10890.0,0.84,3749.0,1028900.0,OTHER,False,528000.0,Chapel Hill,NC,27516,"You haven't seen this floorplan! Huge greatroom, open to kitchen. This bright space has a large breakfast rm with vaulted ceiling, a 24 ft wall of windows (plus skylights)giving it a sunroom feel, a cozy area with fireplace. Backstairs off the kit. to bonus( perfect forkids or hobbies), screened porch with woodland views. Walk to the neighborhood playground, Southern Village.","103 Palomar Pt, Chapel Hill, NC 27516",3.1133656652373434,3.84,4.22,4.912487888504112,3.54,1.6929752198977144,0.1886235685962339,4.86
50051366.0,5.0,5.0,1099500,1989.0,3525.0,35.95439,-79.031204,SINGLE_FAMILY,51400.0,0.84,5159.0,1099500.0,OTHER,False,,Chapel Hill,NC,27514,"This 3525 square foot single family home has 5 bedrooms and 5.0 bathrooms. This home is located at 100 Half Moon Point, Chapel Hill, NC 27514.","100 Half Moon Point, Chapel Hill, NC 27514",5.221861696044412,3.5,3.89,2.0552081803122735,4.08,2.1822438232464036,0.21106093917751637,4.84
50052042.0,3.0,2.0,496100,1988.0,1666.0,35.95473,-79.01852,SINGLE_FAMILY,6969.0,0.84,2613.0,496100.0,OTHER,False,144000.0,Chapel Hill,NC,27514,"This 1666 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 202 Orchard Ln UNIT 12, Chapel Hill, NC 27514.","202 Orchard Ln UNIT 12, Chapel Hill, NC 27514",5.731120915715835,3.43,3.86,2.0661141739996243,4.08,2.4405004280815543,0.4147603643809553,4.71
50051490.0,5.0,7.0,1454200,1996.0,5938.0,35.9567,-79.028465,SINGLE_FAMILY,21780.0,0.84,6924.0,1454200.0,OTHER,False,949000.0,Chapel Hill,NC,27514,"Beautiful home with charm in excellent location.  Exceptional views from every window, deck, screened porches.  Guest suite above garage.  Finished 3rd floor with Full Bath.   Brand new hardwood floors in several rooms and all hardwood floors refinished.   Brand new paint and carpet through out home.  Two fireplaces.  Gorgeous kitchen open to Breakfast Nook and Family Room.  Bonus room, Full Bath and Exercise Room in Basement.  ""Other"" square feet is guest suite above garage.","105 Overlook Pt, Chapel Hill, NC 27514",5.546732083059407,3.45,4.12,2.2472459646165883,4.03,2.438242342617184,0.460643750175069,4.69
60073591.0,3.0,2.0,265100,1984.0,1110.0,35.96535,-79.046234,HOME_TYPE_UNKNOWN,43560.0,0.84,1580.0,265100.0,OTHER,False,116000.0,Chapel Hill,NC,27514,"Priced for quick sale, this 3 bedroom 2 bath townhome features a main level master bedroom, lovely hardwood laminated floors in the common areas, and thousands of $$ worth of additional cabinets in the kitchen. Less than 10 minutes from UNC and on the free bus line. Walk to Timberlyne shopping center. End Unit tucked in the back of community. Newer DW and WH. See agent comments.","110 Weatherstone Dr UNIT D, Chapel Hill, NC 27514",6.16280950080968,3.38,3.73,3.7395633965196438,3.72,3.703083484268027,0.22362726788575288,4.83
60071000.0,2.0,2.0,249100,1981.0,975.0,35.92204,-79.06463,CONDO,43560.0,0.84,1486.0,249100.0,OTHER,False,141500.0,Chapel Hill,NC,27516,"This 975 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 371 Umstead Dr #B, Chapel Hill, NC 27516.","371 Umstead Dr #B, Chapel Hill, NC 27516",1.883363235520054,4.13,3.63,3.5885612404010248,3.75,0.7833339698274525,0.08475560561868417,4.93
50033318.0,2.0,1.5,564100,1950.0,1456.0,35.91613,-79.07536,SINGLE_FAMILY,24829.0,0.84,1452.0,564100.0,OTHER,False,,Carrboro,NC,27510,"This 1456 square foot single family home has 2 bedrooms and 1.5 bathrooms. This home is located at 405 Lindsay St UNIT 5-11, Carrboro, NC 27510.","405 Lindsay St UNIT 5-11, Carrboro, NC 27510",2.386740297792839,4.0,2.61,4.547419783057195,3.59,0.7998354888447229,0.16078384528785614,4.88
50051883.0,5.0,4.0,1053300,1995.0,3118.0,35.956642,-79.02135,SINGLE_FAMILY,20473.0,0.84,4198.0,1053300.0,OTHER,False,,Chapel Hill,NC,27514,"This 3118 square foot single family home has 5 bedrooms and 4.0 bathrooms. This home is located at 109 Silver Glade, Chapel Hill, NC 27514.","109 Silver Glade, Chapel Hill, NC 27514",5.797692071484496,3.42,4.08,2.2266145065095486,4.04,2.546588225258603,0.4154642524553153,4.71
88953943.0,4.0,3.5,755200,1990.0,3448.0,35.89594,-79.067444,SINGLE_FAMILY,10890.0,0.84,3439.0,755200.0,OTHER,False,325000.0,Chapel Hill,NC,27516,"This 3448 square foot single family home has 4 bedrooms and 3.5 bathrooms. This home is located at 103 Dorset Pt, Chapel Hill, NC 27516.","103 Dorset Pt, Chapel Hill, NC 27516",2.2050690110760103,4.04,3.92,3.9694252460189463,3.68,1.638199573377574,0.3262476524323864,4.77
60071420.0,1.0,1.0,325000,2002.0,1075.0,35.88032,-79.06633,CONDO,,0.84,2185.0,327500.0,RECENTLY_SOLD,False,325000.0,Chapel Hill,NC,27516,"Extraordinary opportunity to live in the heart of Chapel Hill! This fantastic loft space redefines urban living in the most coveted location. Situated above the Weaver Street Market, this gem puts you at the epicenter of a vibrant community brimming with shops, eateries, and cultural attractions. You'll love the soaring industrial ceilings and the natural light that pours in through the extra-large windows, creating an airy and inviting ambiance. The open kitchen beckons you to unleash your inner chef while seamlessly entertaining guests. The one of the best parts of this remarkable property is the rooftop terrace - an oasis where you can bask in the sun, sip your morning coffee, or host unforgettable gathering under the stars. Imagine the possibilities that await in the versatile loft area, which can effortlessly transform into a cozy bedroom, a serene library, or a creative studio - a blank canvas for you to craft your dream living space. When you need a little extra room, the offsite storage provides the perfect solution.","700 Market St UNIT 207, Chapel Hill, NC 27516",3.5955718672005994,3.74,4.31,4.756279230151689,3.56,3.297341659930314,0.06361149985826671,4.95
50041471.0,2.0,2.0,372300,1995.0,1206.0,35.94616,-79.01942,SINGLE_FAMILY,8276.0,0.84,1914.0,372300.0,OTHER,False,142000.0,Chapel Hill,NC,27514,"This 1206 square foot single family home has 2 bedrooms and 2.0 bathrooms. This home is located at 103 Duncan Ct #B, Chapel Hill, NC 27514.","103 Duncan Ct #B, Chapel Hill, NC 27514",4.882010075109825,3.54,4.08,1.1377810191601136,4.38,1.5766117980143206,0.14869234463484218,4.89
50040698.0,6.0,7.0,1010400,1978.0,4290.0,35.93654,-79.03202,SINGLE_FAMILY,31798.0,0.84,4869.0,1010400.0,OTHER,False,420000.0,Chapel Hill,NC,27514,"Amazing opportunity for investment, while owning your home you have the possibility to rent out the fully finished apartment on LL with separate entrance and ow parking, use it for mother-in-law suite and or teenagers. In addition the sitting room with a bath on main level can be used as a home base office or a bedroom with its own entrance. So many possibilities and flexible layout.Updated and expended just steps from E Franklin st.Whole Foods,trader Joe's, best area to be in.  ""BRING ANY AND ALL OFFERS""","101 Eastwood Lake Rd #A, Chapel Hill, NC 27514",3.374822637398586,3.79,3.53,0.4397579595671875,4.7,0.2792292062502613,0.279038557287756,4.8
326133570.0,,,255200,1984.0,750.0,35.929497,-79.03162,SINGLE_FAMILY,43560.0,0.84,1479.0,255200.0,OTHER,False,,Chapel Hill,NC,27514,"This is a 750 square foot, single family home. This home is located at 109 Conner Dr #3, Chapel Hill, NC 27514.","109 Conner Dr #3, Chapel Hill, NC 27514",2.7383165662689564,3.91,3.73,0.641889333792134,4.59,0.3265636263919275,0.1716980790695186,4.87
251558853.0,,,737500,2005.0,2028.0,35.905045,-79.01966,SINGLE_FAMILY,43560.0,0.84,2917.0,737500.0,OTHER,False,421000.0,Chapel Hill,NC,27517,"This is a 2028 square foot, single family home. This home is located at 194 Finley Golf Course Rd SUITE 106, Chapel Hill, NC 27517.","194 Finley Golf Course Rd SUITE 106, Chapel Hill, NC 27517",2.7958225280701905,3.9,4.41,0.6548455551840348,4.59,0.5966964338655336,0.07759771522678628,4.94
60072400.0,2.0,1.5,139000,1984.0,896.0,35.945053,-79.05495,CONDO,43560.0,0.84,1597.0,174800.0,SOLD,False,139000.0,Chapel Hill,NC,27514,"121 Ashley Forest Rd #A, Chapel Hill, NC 27514 is a condo home that contains 896 sq ft and was built in 1984. It contains 2 bedrooms and 1.5 bathrooms. This home last sold for $139,000 in July 2022. 
 
The Zestimate for this house is $174,800. The Rent Zestimate for this home is $1,597/mo. ","121 Ashley Forest Rd #A, Chapel Hill, NC 27514",3.926002113732031,3.69,3.73,2.7108714410096795,3.92,2.515547553323701,0.2689934133350124,4.8
50042268.0,3.0,2.0,469200,1989.0,1550.0,35.939682,-79.00842,SINGLE_FAMILY,8712.0,0.84,2555.0,469200.0,OTHER,False,240000.0,Chapel Hill,NC,27517,"A JEWEL in popular Colony Lake! ABSOLUTELY CHARMING COTTAGE STYLE HOME ON THE LAKE! 3B/2B with fabulous view of the lake *Very Private *NEW interior paint *CH/CARRBORO schools *ON FREE BUSLINE *Skylights *Fireplace *Covered porch *Charming garden area *Rear patio with awning overlooking COLONY LAKE* * Hardwood Floors *Mins to I-40, Duke, UNC,RDU,RTP *Walk to WholeFoods, Trader Joe's, Starbucks, Wegman's *Vaulted ceilings *Dog park *Tennis playgrounds","107 Albany Pt, Chapel Hill, NC 27517",5.0041278259566635,3.52,3.89,1.474995522913197,4.25,2.008692295486079,0.3250420280995587,4.77
50040204.0,6.0,6.0,1410000,1998.0,8867.0,35.89004,-79.029335,SINGLE_FAMILY,53143.0,0.84,8018.0,1994000.0,SOLD,False,1410000.0,Chapel Hill,NC,27514,"Gorgeous Estate offers impressive gathering spaces inside & out! 6 BR, 5.5 BA, 3-car Gar, 3 FP, 3 Lvls. Lush park-like landscaping. Brick Patio & Circ Drive+3 Pads, Scr Porch, Ipe Deck, Cov Porch w/stone FP; Glass-filled rear south-facing rms access outdoor spaces & overlook priv Fenced Yard. Fabulous Kitc w/Wolf, Subzero, custom cabinetry, huge island, dedicated Wine Rm. Lvl2: Mstr, 4BRs, 3BA, Bonus, Ldry#2. Lvl3: 2 BRs, BA, Bonus. Exceptional trim. Music Rm: 18x16. Sec & Irrig Sys. Original owner.","101 Quarry Pl, Chapel Hill, NC 27514",2.8899346451192547,3.88,4.18,2.004872333945939,4.1,2.0789336876336515,1.0941228767583755,4.39
251559077.0,,,249400,1984.0,864.0,35.93941,-79.024124,SINGLE_FAMILY,43560.0,0.84,1824.0,249400.0,OTHER,False,,Chapel Hill,NC,27514,"This is a 864 square foot, single family home. This home is located at 1829 E Franklin St SUITE 600, Chapel Hill, NC 27514.","1829 E Franklin St SUITE 600, Chapel Hill, NC 27514",4.0250485275213945,3.67,3.73,0.29873771253858356,4.79,0.7300203805281673,0.0864537549134269,4.93
50042269.0,2.0,2.0,390400,1990.0,1250.0,35.940342,-79.00812,SINGLE_FAMILY,4791.0,0.84,2208.0,390400.0,OTHER,False,193000.0,Chapel Hill,NC,27517,"Move-in ready. Single Story lakefront home. Open floorplan. Vaulted ceilings, light-filled sunroom and sunporch with heat and air. Ceiling fans, outdoor lighting, exterior privacy fence. 2007 new gas furnace and air conditioner. 2010 new roof with 30 year shingles. 2011 new water heater. ADA toilet in master bath.","105 Albany Pt, Chapel Hill, NC 27517",5.072948793120334,3.52,3.92,1.5190824564698264,4.24,2.0556364279319994,0.27390277029355115,4.8
326139227.0,3.0,3.0,378000,2005.0,1362.0,35.95038,-79.01854,CONDO,43560.0,0.84,2103.0,378000.0,OTHER,False,,Chapel Hill,NC,27514,"Located in the east Chapel Hill city school district [EastCHHS/Phillips/Rashkis], a short walk to bus stop, and convenient to I-40, Duke, and UNC, the condo has comfortable gas heat, a gas fireplace, and gas water heater. Note the front stone accents as you pull into the attached 2-car garage complete with 2 wireless remotes. Inside, the 9' ceilings are accented with ceiling fans in the master bedroom and living room. The full kitchen includes all appliances including refrigerator, microwave, dishwasher, & stove/oven. There are tiled bathrooms and laundry closet, carpet in all bedrooms, and Brazilian Cherry styled hard floors. A real must see. 
The building was legally converted from a duplex into a condo on May 15, 2019.  The condo association covers the exterior of the building containing Units A & B only. With only two owners, there is a lot of flexibility with how the condo association is run. 
Realtors/Buyer's Agents: We do consider paying the buyer's agent. ","233 Erwin Rd APT B, Chapel Hill, NC 27514",5.316629339089401,3.48,4.41,1.6035250316820309,4.21,2.0113978965751103,0.21525136474157036,4.84
208689915.0,,4.0,337700,2017.0,2880.0,35.95473,-79.015945,APARTMENT,23958.0,0.84,3529.0,,OTHER,False,72000.0,Chapel Hill,NC,27514,"This is a 2880 square foot, 4.0 bathroom, apartment home. This home is located at 307 Erwin Rd #100, Chapel Hill, NC 27514.","307 Erwin Rd #100, Chapel Hill, NC 27514",5.849973170421124,3.42,4.8,2.1371710726645436,4.06,2.3812984308579668,0.48574495078500785,4.67
60071245.0,1.0,1.0,170000,1967.0,704.0,35.926598,-79.02907,CONDO,43560.0,0.84,1360.0,175900.0,SOLD,False,170000.0,Chapel Hill,NC,27514,"130 S Estes Dr #G, Chapel Hill, NC 27514 is a condo home that contains 704 sq ft and was built in 1967. It contains 1 bedroom and 1 bathroom. This home last sold for $170,000 in October 2023. 
 
The Zestimate for this house is $175,900. The Rent Zestimate for this home is $1,360/mo. ","130 S Estes Dr #G, Chapel Hill, NC 27514",2.649810178562482,3.93,3.17,0.8750542403925069,4.48,0.41262599340705863,0.10242958531111368,4.92
326137428.0,,,290300,,,35.922028,-79.0655,SINGLE_FAMILY,50965.0,0.84,2372.0,290300.0,OTHER,False,,Chapel Hill,NC,27516,"This is a single family home. This home is located at 401 Umstead Dr UNIT 100, Chapel Hill, NC 27516.","401 Umstead Dr UNIT 100, Chapel Hill, NC 27516",1.9381099960344383,4.11,,3.6617120145083892,3.73,0.8603867024710271,0.03545465547758817,4.97
50036669.0,2.0,1.0,722300,1937.0,706.0,35.913017,-79.066734,SINGLE_FAMILY,8276.0,0.84,1492.0,722300.0,OTHER,False,,Chapel Hill,NC,27516,"This 706 square foot single family home has 2 bedrooms and 1.0 bathrooms. This home is located at 311 Sunset Dr #A, Chapel Hill, NC 27516.","311 Sunset Dr #A, Chapel Hill, NC 27516",1.5450344516989503,4.23,2.19,3.7198559672526543,3.72,0.299794194236607,0.29978220952969686,4.78
60071115.0,2.0,1.5,167100,1972.0,955.0,35.924004,-79.06567,CONDO,43560.0,0.84,1447.0,167100.0,OTHER,False,58000.0,Chapel Hill,NC,27516,"This 955 square foot condo home has 2 bedrooms and 1.5 bathrooms. This home is located at 500 Umstead Dr #F, Chapel Hill, NC 27516.","500 Umstead Dr #F, Chapel Hill, NC 27516",2.1065728946105877,4.07,3.33,3.599586271452796,3.75,0.936917595711715,0.15256884090292908,4.88
